,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49
1425,52.0,50.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,54.0,51.0,55.0,54.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,54.0,53.0,55.0,52.0,51.0,53.0,55.0,54.0,53.0,52.0,51.0,52.0,54.0,50.0,54.0,53.0,52.0,54.0,56.0,52.0,50.0
1426,51.0,51.0,52.0,51.0,52.0,52.0,51.0,50.0,53.0,51.0,52.0,50.0,54.0,52.0,52.0,54.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,51.0,50.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,53.0,54.0,54.0,51.0
1427,52.0,53.0,53.0,54.0,54.0,53.0,53.0,54.0,54.0,49.0,53.0,51.0,54.0,53.0,52.0,54.0,53.0,53.0,51.0,52.0,53.0,54.0,53.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,55.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0
1428,53.0,53.0,51.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,51.0,55.0,55.0,53.0,52.0,54.0,52.0,52.0,51.0,51.0,53.0,52.0,54.0,52.0,54.0,54.0,52.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,56.0,52.0,53.0,53.0,52.0,53.0,50.0
1429,55.0,50.0,50.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0,53.0,51.0,50.0,53.0,52.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,50.0,52.0,51.0,52.0,54.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0,52.0,52.0,55.0,53.0,52.0,50.0,53.0,51.0,53.0,52.0,50.0,54.0,55.0,54.0,53.0
1430,53.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,51.0,52.0,55.0,54.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,51.0,51.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0
1431,53.0,53.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,56.0,52.0,53.0,55.0,52.0,50.0,53.0,52.0,54.0,53.0
1432,53.0,51.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,50.0,53.0,55.0,56.0,52.0,52.0,51.0,52.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,54.0
1433,54.0,54.0,52.0,51.0,54.0,52.0,54.0,49.0,54.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0,56.0,56.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0
1434,53.0,52.0,55.0,53.0,52.0,52.0,54.0,52.0,53.0,50.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,49.0,53.0,54.0,53.0,52.0,53.0,53.0,51.0,53.0,54.0,55.0,50.0,51.0,53.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,54.0,51.0,54.0,53.0,51.0,51.0,51.0,54.0,54.0,53.0
1435,53.0,51.0,54.0,51.0,54.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,53.0,54.0,53.0,52.0,56.0,52.0,53.0,51.0,53.0,54.0,54.0,52.0,53.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,56.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,51.0,52.0,54.0,53.0,51.0,52.0
1436,53.0,54.0,52.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0,53.0,55.0,53.0,54.0,53.0,53.0,54.0,51.0,54.0,49.0,54.0,54.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,52.0,53.0,54.0,53.0,54.0,53.0,54.0,55.0,52.0,52.0,52.0,53.0,54.0,52.0
1437,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,50.0,54.0,50.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0,54.0,52.0,54.0,53.0,53.0,50.0,51.0,50.0,52.0,52.0,52.0,49.0,52.0,53.0,53.0,52.0
1438,52.0,53.0,53.0,52.0,53.0,54.0,54.0,53.0,51.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,52.0,50.0,51.0,49.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,55.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0
1439,52.0,54.0,50.0,53.0,51.0,54.0,54.0,52.0,51.0,52.0,54.0,50.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,53.0,55.0,54.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,54.0
1440,52.0,52.0,50.0,54.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,55.0,54.0,51.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,55.0,53.0,52.0,53.0,54.0,54.0,55.0,54.0,52.0,55.0,51.0,52.0,51.0,50.0,53.0,52.0,52.0,50.0,51.0,53.0,54.0,53.0,53.0
1441,53.0,51.0,51.0,52.0,53.0,53.0,52.0,50.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,54.0,52.0,52.0,52.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,55.0,55.0,53.0,52.0
1442,53.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,55.0,54.0,54.0,53.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,53.0,51.0,54.0,51.0,51.0,53.0,55.0,53.0,54.0,52.0
1443,54.0,53.0,51.0,55.0,51.0,53.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,51.0,51.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,54.0,55.0,52.0,55.0,52.0,52.0,55.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0
1444,53.0,55.0,53.0,52.0,50.0,53.0,55.0,54.0,53.0,53.0,55.0,52.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,55.0,53.0,52.0,50.0,52.0,52.0,54.0,53.0,54.0
1445,52.0,52.0,53.0,52.0,54.0,54.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,55.0,52.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,49.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,55.0,53.0,54.0,55.0,52.0,51.0
1446,52.0,53.0,52.0,53.0,52.0,50.0,50.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,50.0,53.0,52.0,54.0,54.0,53.0,51.0,54.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,54.0,52.0
1447,51.0,53.0,51.0,52.0,54.0,53.0,54.0,53.0,55.0,52.0,52.0,52.0,55.0,54.0,53.0,54.0,52.0,52.0,53.0,55.0,54.0,52.0,54.0,54.0,52.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,50.0,50.0,51.0,53.0,54.0,53.0,53.0,52.0,54.0,55.0,55.0,52.0
1448,52.0,53.0,55.0,51.0,52.0,53.0,56.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,50.0,51.0,52.0,52.0,53.0,51.0,50.0,53.0,51.0,54.0,53.0,51.0,52.0,51.0,51.0,55.0,52.0,54.0,55.0,53.0,52.0,52.0,51.0,54.0,53.0,51.0
1449,52.0,52.0,53.0,51.0,53.0,52.0,51.0,54.0,51.0,51.0,54.0,53.0,52.0,53.0,53.0,52.0,50.0,53.0,51.0,50.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0,52.0,51.0,54.0,54.0,54.0,53.0,52.0,53.0,50.0,51.0,53.0,50.0,53.0,50.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0
1450,52.0,51.0,53.0,52.0,51.0,54.0,51.0,52.0,52.0,52.0,52.0,53.0,54.0,56.0,52.0,54.0,52.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,55.0,54.0,52.0,53.0,51.0,52.0,51.0,54.0,54.0,54.0,52.0,55.0,53.0,53.0,53.0,51.0,53.0,50.0,54.0,53.0,51.0,52.0,53.0,53.0,54.0
1451,52.0,53.0,51.0,52.0,51.0,52.0,53.0,54.0,53.0,50.0,52.0,52.0,52.0,53.0,56.0,53.0,51.0,53.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,55.0,53.0,53.0,53.0,54.0,51.0,52.0,51.0,55.0,53.0,52.0,53.0,53.0,53.0,53.0
1452,53.0,52.0,50.0,52.0,52.0,53.0,56.0,52.0,54.0,52.0,53.0,50.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,54.0,55.0,52.0,52.0,51.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,50.0,52.0,54.0,54.0,52.0
1453,54.0,51.0,51.0,53.0,53.0,52.0,53.0,53.0,50.0,54.0,50.0,51.0,54.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,54.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,55.0,50.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,50.0,51.0,53.0,54.0,50.0
1454,54.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,50.0,51.0,52.0,53.0,54.0,53.0,52.0,51.0,50.0,52.0,52.0,55.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,55.0,52.0,54.0,53.0,51.0,50.0,51.0,51.0,53.0,52.0,52.0,55.0,54.0,51.0,51.0,53.0,55.0,54.0,53.0
1455,51.0,52.0,55.0,53.0,52.0,55.0,53.0,52.0,55.0,54.0,53.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,51.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,51.0,51.0,53.0,53.0,55.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,51.0
1456,52.0,53.0,52.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0
1457,52.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,51.0,52.0,54.0,52.0,52.0,51.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0
1458,54.0,53.0,53.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,50.0,54.0,54.0,52.0,51.0,54.0,54.0,51.0,51.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0
1459,53.0,53.0,52.0,54.0,52.0,54.0,52.0,53.0,55.0,52.0,51.0,52.0,54.0,54.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,50.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0
1460,51.0,54.0,53.0,51.0,54.0,53.0,53.0,55.0,52.0,54.0,52.0,54.0,53.0,55.0,53.0,53.0,55.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,50.0,52.0,54.0,53.0,52.0,55.0,55.0,54.0,51.0
1461,53.0,54.0,51.0,52.0,51.0,52.0,55.0,53.0,54.0,53.0,52.0,50.0,53.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,55.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,55.0,53.0,53.0,51.0,55.0,54.0,52.0
1462,52.0,52.0,51.0,52.0,51.0,55.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,52.0,54.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,54.0,54.0,54.0,53.0
1463,51.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,53.0,55.0,52.0,53.0,51.0,52.0,55.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,52.0,50.0,54.0,50.0,53.0,53.0,54.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,56.0,51.0,51.0,53.0,54.0,51.0
1464,55.0,54.0,51.0,53.0,53.0,54.0,51.0,55.0,53.0,52.0,52.0,52.0,53.0,54.0,51.0,55.0,52.0,53.0,50.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,53.0,50.0,54.0,52.0,53.0,50.0
1465,53.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,51.0,55.0,55.0,53.0,52.0,53.0,53.0,55.0,51.0,52.0,54.0,51.0,53.0,51.0,50.0,51.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,53.0,50.0
1466,54.0,51.0,52.0,51.0,54.0,51.0,53.0,52.0,55.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,51.0,51.0,51.0,55.0,55.0,53.0,51.0,55.0,54.0,51.0,55.0,52.0,51.0,53.0,52.0,53.0,52.0,54.0,52.0,50.0,53.0,53.0,55.0,50.0
1467,52.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,52.0,54.0,50.0,54.0,51.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,56.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,55.0,54.0,55.0,53.0,52.0,53.0,54.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,50.0,54.0,55.0,54.0,51.0
1468,55.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,50.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,50.0,54.0,54.0,55.0,52.0,51.0,52.0,53.0,51.0
1469,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,55.0,50.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,53.0,51.0,54.0,52.0,54.0,54.0
1470,53.0,50.0,51.0,52.0,53.0,52.0,54.0,51.0,54.0,53.0,54.0,52.0,54.0,54.0,50.0,54.0,53.0,52.0,51.0,52.0,49.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,52.0,55.0,54.0,51.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,51.0,54.0,53.0,53.0
1471,54.0,52.0,52.0,51.0,52.0,50.0,52.0,52.0,51.0,54.0,52.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,50.0,51.0,54.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0
1472,52.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0,51.0,53.0,53.0,54.0,52.0,54.0,53.0,54.0,53.0
1473,52.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,50.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,52.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,55.0,52.0,51.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,55.0
1474,55.0,51.0,53.0,53.0,54.0,56.0,56.0,54.0,52.0,54.0,54.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,55.0,51.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,54.0,51.0,52.0,50.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,53.0,54.0,52.0
1475,52.0,52.0,51.0,53.0,55.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,51.0,51.0,52.0,50.0,52.0,53.0,51.0,54.0,52.0,53.0,51.0,54.0,53.0,54.0,52.0,54.0,55.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0
1476,53.0,53.0,48.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,54.0,53.0,52.0,54.0,55.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,49.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,55.0,52.0
1477,53.0,54.0,52.0,52.0,52.0,52.0,54.0,55.0,51.0,51.0,54.0,53.0,53.0,56.0,50.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,51.0,55.0,53.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,50.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,50.0
1478,54.0,53.0,53.0,52.0,50.0,53.0,54.0,53.0,54.0,55.0,54.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,48.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,54.0,55.0,53.0,54.0,53.0,50.0,52.0,53.0
1479,50.0,53.0,50.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0,53.0,54.0,53.0,54.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,55.0,51.0,54.0,51.0,53.0,52.0,54.0,53.0,53.0,51.0
1480,52.0,53.0,53.0,54.0,53.0,55.0,51.0,53.0,55.0,50.0,51.0,51.0,55.0,53.0,54.0,54.0,54.0,51.0,51.0,52.0,53.0,52.0,52.0,54.0,52.0,51.0,53.0,55.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0
1481,56.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,55.0,55.0,52.0,54.0,53.0,52.0,55.0,52.0,52.0,53.0,49.0,53.0,51.0,53.0,53.0,51.0,55.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,51.0,51.0,54.0,53.0,52.0,52.0,52.0,55.0,52.0
1482,52.0,50.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,54.0,54.0,51.0,53.0,51.0,54.0,52.0,54.0,54.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,55.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0
1483,54.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,51.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,53.0,54.0,53.0,50.0,53.0,51.0,54.0,52.0,49.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0
1484,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,54.0,53.0,54.0,51.0,55.0,53.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0,51.0,54.0,54.0,53.0,52.0,55.0
1485,52.0,51.0,52.0,51.0,52.0,54.0,52.0,51.0,49.0,52.0,51.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,52.0,50.0,52.0,51.0,53.0,53.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,51.0,53.0,53.0,53.0
1486,53.0,51.0,52.0,53.0,51.0,53.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0
1487,52.0,52.0,51.0,52.0,54.0,54.0,54.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,50.0,53.0,56.0,51.0,51.0,52.0,55.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0
1488,53.0,51.0,50.0,52.0,54.0,54.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,55.0,50.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,55.0,51.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0
1489,53.0,52.0,50.0,54.0,52.0,53.0,53.0,54.0,53.0,51.0,55.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,50.0,54.0,51.0,52.0,51.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,53.0,51.0,51.0,54.0,53.0,55.0,54.0
1490,53.0,50.0,52.0,52.0,54.0,53.0,53.0,52.0,54.0,51.0,51.0,54.0,53.0,56.0,50.0,53.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,50.0,52.0,53.0,54.0,54.0,51.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,51.0,54.0,52.0,51.0,52.0
1491,50.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,51.0,53.0,50.0,54.0,51.0,51.0,53.0,54.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,52.0,50.0,51.0,51.0,54.0,53.0,50.0,53.0,53.0,55.0,50.0
